PharmacyID,NAME,CITY,STATE,ZIP,Longitude,Latitude
349,RITE AID - 4112,OLD ORCHARD BEACH,ME,4064,-70.378299,43.515902
350,SUPER D EXPRESS,LEXINGTON,TN,38351,-88.397393,35.653324
351,SUPER STOP AND SHOP - 0499,AMESBURY,MA,1913,-70.910691,42.847832
352,WALGREENS - 7889,MIAMI,OK,74354,-94.876849,36.885896
353,FREDS STORES OF TENNESSEE INC,BELZONI,MS,39038,-90.489072,33.181964
354,CREIGHTON UNIVERSITY MEDICAL CENTER,OMAHA,NE,68131,-95.954469,41.265074
355,CVS - 3957,JACKSONVILLE,FL,32225,-81.460607,30.318754
356,REDFORD DISCOUNT PHARMACY,REDFORD,MI,48240,-83.297964,42.434035
357,CVS - 6662,MIDDLETOWN,IN,47356,-85.536742,40.062078
358,SAN JACINTO PHARMACY,SAN JACINTO,CA,92583,-116.958685,33.783694
359,HULEN PHARMACY,FORT WORTH,TX,76133,-97.40001,32.657421
360,UPSTATE PHARMACY CROSS CREEK,GREENVILLE,SC,29605,-82.411293,34.813708
361,WAL-MART SUPERCENTER - 2192,HOUGHTON,MI,49931,-88.588278,47.106442
362,SNYDER DRUG,GREAT FALLS,MT,59401,-111.26312,47.512486
363,TARGET,ANCHORAGE,AK,99504,-149.734115,61.229518
364,NEWARK COMMUNITY PHARMACY,NEWARK,NJ,7104,-74.158553,40.775462
365,MANOR PHARMACY,NEW CASTLE,DE,19720,-75.581531,39.68925
366,WALGREENS - 2335,NAPERVILLE,IL,60565,-88.130905,41.72986
367,LINDBURG MEDICAL,RONAN,MT,59864,-114.07159,47.531002
368,HARRIS TEETER - 27,CHARLOTTE,NC,28277,-80.806806,35.036361
369,WELL LIFE BOUNDARY PHARMACY,BONNERS FERRY,ID,83805,-116.325388,48.680649
370,RITE AID - 1658,WILMINGTON,DE,19801,-75.559583,39.743493
371,CVS - 1876,BOSTON,MA,2215,-71.11617,42.350594
372,CVS - 8833,SAN DIEGO,CA,92123,-117.13992,32.803187
373,CVS - 4435,FAYETTEVILLE,NC,28304,-79.060938,35.02956
374,BELLA VISTA PHARMACY,MONTEREY PARK,CA,91754,-118.143925,34.040129
375,CVS - 7651,LAFAYETTE,IN,47905,-86.846578,40.418152
376,WALGREENS - 10612,HARRIMAN,TN,37748,-84.544499,35.892211
377,KMART,YAKIMA,WA,98901,-120.469411,46.583189
378,OHIO UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,ATHENS,OH,45701,-82.098858,39.328277
379,REALO DISCOUNT DRUGS,NEW BERN,NC,28562,-77.097558,35.095159
380,WILLIAMSPORT PHARMACY,WILLIAMSPORT,MD,21795,-77.821459,39.600164
381,ALBERTSONS,SARASOTA,FL,34243,-82.50325,27.390197
382,WAL-MART SUPERCENTER - 2634,GORHAM,NH,3581,-71.194046,44.426755
383,WALGREENS - 4852,BETHLEHEM,PA,18017,-75.399529,40.641056
384,CVS - 3313,WEST SAINT PAUL,MN,55118,-93.081317,44.902084
385,SAFEWAY,FAIRFAX,VA,22031,-77.260974,38.871334
386,JEFFRY J LANGFORD,WASHBURN,WI,54891,-90.893075,46.671598
387,KING SOOPERS,BENNETT,CO,80102,-104.435803,39.742998
388,BENBROOK HEALTH MART PHARMACY,BUTLER,PA,16001,-79.96823,40.865315
389,PUBLIX - 00501,APOPKA,FL,32712,-81.507617,28.707276
390,SAFEWAY,RAPID CITY,SD,57701,-103.230898,44.064993
391,CVS - 9294,PEORIA,AZ,85382,-112.255723,33.653244
392,MEIJER,KETTERING,OH,45440,-84.132551,39.685428
393,COUNTRY VALU PHARMACY,NORTH BRANCH,MN,55056,-92.977949,45.511206
394,CVS - 9110,FALLBROOK,CA,92028,-117.254595,33.372681
395,MOCCASIN BEND MENTAL HEALTH INSTITUTE,CHATTANOOGA,TN,37405,-85.335518,35.025941
396,ONCOLOGY CONSULTANTS PHARMACY,HOUSTON,TX,77024,-95.544652,29.781777
397,STOWE'S FAMILY PHARMACY,COLUMBIA,SC,29209,-80.939615,33.975228
398,WAL-MART - 208,BAXTER SPRINGS,KS,66713,-94.737301,37.006237
399,HANS PHARMACY,SANTA CLARA,CA,95051,-121.98998,37.352748
400,SAV-REX DRUGS,PASCAGOULA,MS,39567,-88.55793,30.366995
401,MORGAN COUNTY APPALACHIAN REGIONAL HEALTHCARE PHARMACY,WEST LIBERTY,KY,41472,-83.265496,37.919998
402,WALGREENS - 12657,CAROLINA,PR,979,-66.014777,18.442477
403,RITE AID - 3926,HENDERSON,KY,42420,-87.586294,37.843942
404,CVS - 8535,GREEN BAY,WI,54301,-88.025099,44.481023
405,BROWNS ALTURAS PHARMACY,ALTURAS,CA,96101,-120.542659,41.483039
406,GIANT,LANCASTER,PA,17603,-76.340594,40.03674
407,WALGREENS - 10380,CANANDAIGUA,NY,14424,-77.268186,42.878896
408,NORTHWEST GEORGIA TREATMENT CENTER,FORT OGLETHORPE,GA,30742,-85.259768,34.949638
409,SMARTHEALTH PHARMACY,BROOKLYN,NY,11209,-74.024844,40.620926
410,WALGREENS - 7262,RIVERSIDE,CA,92506,-117.39607,33.952962
411,CVS - 9115,SAN DIEGO,CA,92154,-117.091376,32.584624
412,WALT CHURCHHILL'S MARKET,PERRYSBURG,OH,43551,-83.635632,41.5391
413,B AND B HEALTH MART PHARMACY,BRUSH,CO,80723,-103.635771,40.253996
414,WAL-MART SUPERCENTER - 329,ANNISTON,AL,36206,-85.820071,33.720135
415,CENTRAL PHARMACY,LAKE VIEW,SC,29563,-79.166163,34.345273
416,VALUE DRUGS,ALLEGAN,MI,49010,-85.849586,42.531337
417,TMC PHARMACY INC,TAHLEQUAH,OK,74464,-94.948495,35.915057
418,US 25W PHARMACY,CORBIN,KY,40701,-84.113214,36.924029
419,PRESCOTT INTRAVENOUS CARE INCORPORATED,PRESCOTT,AZ,86305,-112.485442,34.56023
420,DUNAWAYS IMPERIAL PHARMACY,HENDERSON,KY,42420,-87.591947,37.842001
421,VONS,SAN DIEGO,CA,92129,-117.124939,32.957907
422,CVS - 1406,MANASSAS,VA,20110,-77.466856,38.755316
423,PUBLIX - 00663,BRANDON,FL,33511,-82.32362,27.921322
424,WAL-MART SUPERCENTER - 3786,BUFORD,GA,30519,-83.921964,34.078385
425,SETON PHARMACY,ORANGE PARK,FL,32073,-81.701918,30.161212
426,MARTIN'S,DUBOIS,PA,15801,-78.755853,41.119089
427,KMART,CHILLICOTHE,OH,45601,-82.979335,39.365644
428,FARMACIA BELLO,AGUADILLA,PR,603,-67.154592,18.430855
429,F AND M DRUG HEALTH MART PHARMACY,ELLSWORTH,KS,67439,-98.230194,38.729822
430,WAL-MART SUPERCENTER - 653,HOPKINSVILLE,KY,42240,-87.469382,36.830096
431,KMART,ELIZABETHTOWN,KY,42701,-85.884933,37.736504
432,SCHNUCKS,SAINT LOUIS,MO,63144,-90.350169,38.611222
433,FLORENCE PHARMACY AND MEDICAL SUPPLIES,LOS ANGELES,CA,90001,-118.24907,33.97452
434,WAL-MART - 2681,LITTLETON,NH,3561,-71.798552,44.304638
435,BENTLEY DRUG,PRINCETON,WI,54968,-89.128924,43.850268
436,VILAS PHARMACY,GETTYSBURG,SD,57442,-99.955263,45.011687
437,ADVANCED CARE PHARMACY SERVICES - NEW CENTER,DETROIT,MI,48208,-83.108751,42.357623
438,RITE AID - 2756,LYONS,NY,14489,-76.995997,43.059199
439,CVS - 3252,CONSHOHOCKEN,PA,19428,-75.301224,40.078294
440,WINN DIXIE - 1581,ZACHARY,LA,70791,-91.150619,30.650637
441,RALPHS,HUNTINGTON BEACH,CA,92648,-118.00788,33.685314
442,KROGER,MARIETTA,GA,30064,-84.581379,33.953372
443,NESHAMINY PHARMACY,BENSALEM,PA,19020,-74.934075,40.144688
444,WAL-MART SUPERCENTER - 2771,MONTICELLO,IN,47960,-86.781485,40.747891
445,SPRING HILL PHARMACY,GRASS VALLEY,CA,95945,-121.046149,39.230334
446,WALGREENS - 11542,CHARLESTON,IL,61920,-88.185633,39.485033
447,HOME TOWN HEALTH MART PHARMACY,BROOKWOOD,AL,35444,-87.315316,33.261598
448,FRED'S - 2275,MEMPHIS,TN,38134,-89.866452,35.172187
449,FRED'S - 2110,KOSCIUSKO,MS,39090,-89.599885,33.065926
450,THE MEDICAP PHARMACY,NORWALK,IA,50211,-93.674727,41.491082
451,CVS - 6359,ALCOA,TN,37701,-83.971756,35.764242
452,LANDIS DISCOUNT DRUGS INC,WEST ALEXANDRIA,OH,45381,-84.53189,39.74416
453,GIANT - 0301,SILVER SPRING,MD,20906,-77.078754,39.079613
454,PRIORITY PHARMACY,SAN DIEGO,CA,92103,-117.161959,32.749146
455,WALGREENS - 10388,PHOENIXVILLE,PA,19460,-75.52716,40.128403
456,LA JARA PHARMACEUTICAL CENTER INCORPORATED,LA JARA,CO,81140,-105.959798,37.27457
457,PARKVIEW PHARMACY INC,GUYMON,OK,73942,-101.481154,36.690423
458,TIMES SUPERMARKET,KAILUA,HI,96734,-157.740109,21.393937
459,PONTCHARTRAIN PHARMACY,MANDEVILLE,LA,70448,-90.049875,30.382585
460,SMITH-CALDWELL DRUG STORE,BENTON,AR,72015,-92.587008,34.567137
461,HONS SAV-ON DRUG,BATESVILLE,AR,72501,-91.636641,35.769284
462,TARGET,SAINT JOSEPH,MO,64506,-94.81171,39.815309
463,HOME CARE PHARMACY - WILLIAMSPORT,WILLIAMSPORT,MD,21795,-77.808683,39.604434
464,WAL-MART SUPERCENTER - 330,VICTORIA,TX,77904,-96.99401,28.878017
465,WAL-MART NEIGHBORHOOD MARKET - 2397,MANSFIELD,TX,76063,-97.116582,32.605159
466,SAV-ON WESTSIDE PHARMACY,LANSING,MI,48917,-84.604658,42.740125
467,WINDSOR PHARMACY,WINDSOR,VA,23487,-76.742275,36.807898
468,QOL MEDS,PHILADELPHIA,PA,19133,-75.134139,39.991118
469,CVS - 1086,TIVERTON,RI,2878,-71.190482,41.659149
470,SEEBER'S HEALTH MART PHARMACY,NEWPORT,WA,99156,-117.043851,48.178216
471,HANNAFORD,LEWISTON,ME,4240,-70.178984,44.103983
472,RALPHS,STUDIO CITY,CA,91604,-118.41317,34.14407
473,COUNTY PHARMACY,FLEMINGTON,NJ,8822,-74.856788,40.499662
474,BE WELL PHARMACY,BERKLEY,MI,48072,-83.176873,42.489187
475,RITE AID - 679,UPPER DARBY,PA,19082,-75.257529,39.95809
476,VONS,BARSTOW,CA,92311,-117.008579,34.895869
477,RITE AID - 5218,SEATTLE,WA,98121,-122.348518,47.61657
478,WALGREENS - 6764,CARPENTERSVILLE,IL,60110,-88.333902,42.118483
479,HY-VEE,DES MOINES,IA,50321,-93.642861,41.542379
480,BURKE APOTHECARY,WAYNESBORO,GA,30830,-82.013329,33.081448
481,HOLLADAY DRUG,SEASIDE,OR,97138,-123.922501,45.992894
482,THE MEDICINE SHOPPE PHARMACY,LIVERMORE,CA,94550,-121.758319,37.676975
483,EXECUTIVE PHARMACY,LAUDERHILL,FL,33351,-80.250918,26.178518
484,MARSH SUPERMARKET - 0077,LAFAYETTE,IN,47905,-86.870168,40.396519
485,WAL-MART - 1551,FRANKLIN,WI,53132,-87.951981,42.923106
486,CVS - 5689,ELLISVILLE,MO,63011,-90.585186,38.592077
487,CVS - 7183,LANDENBERG,PA,19350,-75.75026,39.807848
488,WALGREENS - 3273,HIGHLAND PARK,IL,60035,-87.80294,42.187559
489,WAL-MART SUPERCENTER - 2772,SOUTHPORT,NC,28461,-78.032313,33.942929
490,WALGREENS - 13630,LARGO,FL,33770,-82.80222,27.91401
491,WALGREENS - 2088,SAN FRANCISCO,CA,94114,-122.433711,37.750851
492,ZEEB PHARMACY,PHILIP,SD,57567,-101.66367,44.039158
493,WAL-MART SUPERCENTER - 4274,DENVER,NC,28037,-81.001413,35.4518
494,WAAS DRUG STORE,FERNANDINA BEACH,FL,32034,-81.454829,30.649857
495,ELFERS HEALTH MART PHARMACY,NEW PORT RICHEY,FL,34653,-82.713799,28.218376
496,ALAMEDA COUNTY MEDICAL CENTER FAIRMONT HOSPITAL,SAN LEANDRO,CA,94578,-122.120859,37.709072
497,SOUTH GATE ROSE PHARMACY,SANTA ANA,CA,92701,-117.867283,33.749518
498,THE MEDICINE SHOPPE PHARMACY,SAINT LOUIS,MO,63126,-90.374356,38.538579
499,BUEHLER'S BUY LOW,MOUNT CARMEL,IL,62863,-87.779943,38.409195
500,DUANE READE,HICKSVILLE,NY,11801,-73.528986,40.777452
501,RITE AID - 10362,COLCHESTER,CT,6415,-72.333488,41.575866
502,ALBERTSONS - 4198,FORT WORTH,TX,76244,-97.287475,32.929476
503,DORAL FAMILY PHARMACY,DORAL,FL,33178,-80.368716,25.807872
